Time [min.]:	UV [A.U.]:	Conductivity [mS/cm]:			
2.600	0.0423	1.75			
2.617	0.0422	1.75			
2.633	0.0422	1.73			
2.650	0.0422	1.75			
2.667	0.0423	1.75			
2.683	0.0424	1.75			
2.700	0.0427	1.75			
2.717	0.0430	1.75			
2.733	0.0432	1.75			
2.750	0.0436	1.75			
2.767	0.0441	1.75			
2.783	0.0446	1.75			
2.800	0.0451	1.77			
2.817	0.0456	1.75			
2.833	0.0462	1.77			
2.850	0.0468	1.75			
2.867	0.0473	1.73			
2.883	0.0477	1.75			
2.900	0.0481	1.75			
2.917	0.0484	1.75			
2.933	0.0485	1.75			
2.950	0.0486	1.75			
2.967	0.0488	1.75			
2.983	0.0489	1.75			
3.000	0.0491	1.75			
3.017	0.0494	1.75			
3.033	0.0498	1.75			
3.050	0.0501	1.75			
3.067	0.0503	1.75			
3.083	0.0505	1.75			
3.100	0.0508	1.75			
3.117	0.0511	1.75			
3.133	0.0512	1.75			
3.150	0.0512	1.73			
3.167	0.0512	1.75			
3.183	0.0514	1.75			
3.200	0.0515	1.75			
3.217	0.0515	1.75			
3.233	0.0515	1.75			
3.250	0.0516	1.75			
3.267	0.0515	1.75			
3.283	0.0514	1.73			
3.300	0.0513	1.75			
3.317	0.0511	1.75			
3.333	0.0509	1.75			
3.350	0.0508	1.75			
3.367	0.0506	1.73			
3.383	0.0505	1.77			
3.400	0.0504	1.73			
3.417	0.0501	1.75			
3.433	0.0496	1.75			
3.450	0.0490	1.75			
3.467	0.0485	1.75			
3.483	0.0482	1.75			
3.500	0.0478	1.77			
3.517	0.0476	1.75			
3.533	0.0472	1.75			
3.550	0.0467	1.75			
3.567	0.0463	1.75			
3.583	0.0458	1.75			
3.600	0.0454	1.75			
3.617	0.0449	1.75			
3.633	0.0444	1.75			
3.650	0.0440	1.75			
3.667	0.0437	1.73			
3.683	0.0435	1.75			
3.700	0.0433	1.75			
3.717	0.0434	1.75			
3.733	0.0437	1.73			
3.750	0.0441	1.75			
3.767	0.0446	1.73			
3.783	0.0452	1.75			
3.800	0.0459	1.75			
3.817	0.0466	1.75			
3.833	0.0475	1.77			
3.850	0.0488	1.75			
3.867	0.0502	1.75			
3.883	0.0518	1.75			
3.900	0.0535	1.75			
3.917	0.0554	1.75			
3.933	0.0574	1.75			
3.950	0.0594	1.75			
3.967	0.0615	1.75			
3.983	0.0637	1.73			
4.000	0.0660	1.75			
4.017	0.0682	1.75			
4.033	0.0703	1.75			
4.050	0.0724	1.73			
4.067	0.0745	1.75			
4.083	0.0766	1.75			
4.100	0.0785	1.75			
4.117	0.0804	1.75			
4.133	0.0823	1.75			
4.150	0.0839	1.73			
4.167	0.0853	1.75			
4.183	0.0864	1.75			
4.200	0.0876	1.75			
4.217	0.0888	1.75			
4.233	0.0898	1.75			
4.250	0.0906	1.75			
4.267	0.0911	1.75			
4.283	0.0915	1.75			
4.300	0.0919	1.77			
4.317	0.0922	1.75			
4.333	0.0924	1.75			
4.350	0.0925	1.75			
4.367	0.0925	1.75			
4.383	0.0924	1.75			
4.400	0.0920	1.75			
4.417	0.0915	1.75			
4.433	0.0908	1.75			
4.450	0.0899	1.75			
4.467	0.0890	1.75			
4.483	0.0880	1.75			
4.500	0.0870	1.75			
4.517	0.0860	1.75			
4.533	0.0849	1.75			
4.550	0.0836	1.75			
4.567	0.0824	1.75			
4.583	0.0815	1.73			
4.600	0.0802	1.75			
4.617	0.0787	1.75			
4.633	0.0771	1.75			
4.650	0.0755	1.75			
4.667	0.0740	1.75			
4.683	0.0723	1.75			
4.700	0.0707	1.73			
4.717	0.0694	1.75			
4.733	0.0682	1.75			
4.750	0.0671	1.75			
4.767	0.0660	1.75			
4.783	0.0652	1.75			
4.800	0.0644	1.75			
4.817	0.0636	1.75			
4.833	0.0627	1.75			
4.850	0.0619	1.75			
4.867	0.0612	1.75			
4.883	0.0604	1.75			
4.900	0.0595	1.75			
4.917	0.0585	1.75			
4.933	0.0579	1.73			
4.950	0.0572	1.75			
4.967	0.0564	1.75			
4.983	0.0555	1.75			
5.000	0.0546	1.75			
5.017	0.0538	1.75			
5.033	0.0531	1.75			
5.050	0.0523	1.75			
5.067	0.0515	1.75			
5.083	0.0507	1.77			
5.100	0.0498	1.75			
5.117	0.0490	1.75			
5.133	0.0483	1.75			
5.150	0.0477	1.73			
5.167	0.0470	1.75			
5.183	0.0462	1.73			
5.200	0.0455	1.75			
5.217	0.0448	1.77			
5.233	0.0440	1.75			
5.250	0.0430	1.77			
5.267	0.0420	1.75			
5.283	0.0411	1.75			
5.300	0.0403	1.75			
5.317	0.0396	1.75			
5.333	0.0388	1.75			
5.350	0.0381	1.75			
5.367	0.0374	1.75			
5.383	0.0368	1.75			
5.400	0.0362	1.75			
5.417	0.0356	1.75			
5.433	0.0350	1.75			
5.450	0.0343	1.75			
5.467	0.0336	1.75			
5.483	0.0330	1.75			
5.500	0.0324	1.75			
5.517	0.0317	1.75			
5.533	0.0312	1.73			
5.550	0.0309	1.77			
5.567	0.0305	1.75			
5.583	0.0301	1.75			
5.600	0.0296	1.75			
5.617	0.0292	1.75			
5.633	0.0289	1.73			
5.650	0.0285	1.75			
5.667	0.0280	1.75			
5.683	0.0275	1.75			
5.700	0.0271	1.75			
5.717	0.0267	1.75			
5.733	0.0262	1.75			
5.750	0.0257	1.75			
5.767	0.0253	1.75			
5.783	0.0250	1.75			
5.800	0.0246	1.75			
5.817	0.0243	1.75			
5.833	0.0241	1.75			
5.850	0.0239	1.75			
5.867	0.0237	1.73			
5.883	0.0235	1.77			
5.900	0.0234	1.73			
5.917	0.0233	1.75			
5.933	0.0231	1.73			
5.950	0.0231	1.75			
5.967	0.0230	1.75			
5.983	0.0230	1.73			
6.000	0.0231	1.75			
6.017	0.0232	1.75			
6.033	0.0233	1.75			
6.050	0.0234	1.75			
6.067	0.0235	1.75			
6.083	0.0237	1.75			
6.100	0.0238	1.75			
6.117	0.0241	1.75			
6.133	0.0243	1.75			
6.150	0.0245	1.75			
6.167	0.0247	1.73			
6.183	0.0250	1.75			
6.200	0.0253	1.75			
6.217	0.0256	1.73			
6.233	0.0258	1.77			
6.250	0.0262	1.75			
6.267	0.0265	1.73			
6.283	0.0268	1.75			
6.300	0.0271	1.73			
6.317	0.0275	1.75			
6.333	0.0279	1.73			
6.350	0.0281	1.75			
6.367	0.0284	1.77			
6.383	0.0286	1.75			
6.400	0.0288	1.75			
6.417	0.0288	1.75			
6.433	0.0287	1.75			
6.450	0.0286	1.75			
6.467	0.0284	1.75			
6.483	0.0283	1.75			
6.500	0.0281	1.75			
6.517	0.0279	1.75			
6.533	0.0278	1.75			
6.550	0.0276	1.75			
6.567	0.0274	1.73			
6.583	0.0272	1.75			
6.600	0.0271	1.75			
6.617	0.0269	1.75			
6.633	0.0268	1.75			
6.650	0.0267	1.75			
6.667	0.0266	1.75			
6.683	0.0265	1.75			
6.700	0.0264	1.75			
6.717	0.0263	1.75			
6.733	0.0263	1.75			
6.750	0.0262	1.75			
6.767	0.0263	1.75			
6.783	0.0263	1.75			
6.800	0.0264	1.75			
6.817	0.0265	1.75			
6.833	0.0267	1.75			
6.850	0.0269	1.75			
6.867	0.0271	1.75			
6.883	0.0273	1.75			
6.900	0.0276	1.75			
6.917	0.0278	1.75			
6.933	0.0280	1.75			
6.950	0.0282	1.75			
6.967	0.0286	1.75			
6.983	0.0289	1.75			
7.000	0.0292	1.75			
7.017	0.0296	1.75			
7.033	0.0300	1.75			
7.050	0.0303	1.75			
7.067	0.0306	1.75			
7.083	0.0309	1.73			
7.100	0.0311	1.75			
7.117	0.0314	1.75			
7.133	0.0316	1.75			
7.150	0.0317	1.75			
7.167	0.0319	1.75			
7.183	0.0319	1.75			
7.200	0.0320	1.75			
7.217	0.0320	1.75			
7.233	0.0320	1.75			
7.250	0.0319	1.73			
7.267	0.0319	1.73			
7.283	0.0320	1.75			
7.300	0.0321	1.75			
7.317	0.0321	1.75			
7.333	0.0321	1.75			
7.350	0.0321	1.75			
7.367	0.0321	1.75			
7.383	0.0320	1.73			
7.400	0.0321	1.73			
7.417	0.0322	1.75			
7.433	0.0324	1.75			
7.450	0.0325	1.75			
7.467	0.0327	1.75			
7.483	0.0329	1.73			
7.500	0.0332	1.75			
7.517	0.0335	1.75			
7.533	0.0338	1.75			
7.550	0.0340	1.75			
7.567	0.0343	1.75			
7.583	0.0347	1.73			
7.600	0.0351	1.75			
7.617	0.0355	1.75			
7.633	0.0358	1.75			
7.650	0.0360	1.75			
7.667	0.0362	1.75			
7.683	0.0362	1.75			
7.700	0.0363	1.75			
7.717	0.0363	1.75			
7.733	0.0363	1.75			
7.750	0.0363	1.77			
7.767	0.0364	1.77			
7.783	0.0364	1.75			
7.800	0.0364	1.77			
7.817	0.0364	1.75			
7.833	0.0364	1.77			
7.850	0.0365	1.75			
7.867	0.0365	1.77			
7.883	0.0366	1.75			
7.900	0.0367	1.75			
7.917	0.0368	1.75			
7.933	0.0369	1.75			
7.950	0.0371	1.75			
7.967	0.0373	1.77			
7.983	0.0375	1.75			
8.000	0.0377	1.75			
8.017	0.0380	1.75			
8.033	0.0382	1.75			
8.050	0.0385	1.75			
8.067	0.0387	1.75			
8.083	0.0390	1.75			
8.100	0.0392	1.75			
8.117	0.0394	1.75			
8.133	0.0395	1.75			
8.150	0.0397	1.77			
8.167	0.0397	1.75			
8.183	0.0398	1.75			
8.200	0.0399	1.75			
8.217	0.0399	1.75			
8.233	0.0399	1.75			
8.250	0.0398	1.75			
8.267	0.0398	1.75			
8.283	0.0397	1.75			
8.300	0.0397	1.75			
8.317	0.0397	1.75			
8.333	0.0397	1.75			
8.350	0.0397	1.75			
8.367	0.0397	1.75			
8.383	0.0398	1.75			
8.400	0.0399	1.75			
8.417	0.0401	1.75			
8.433	0.0403	1.75			
8.450	0.0403	1.75			
8.467	0.0404	1.75			
8.483	0.0406	1.75			
8.500	0.0410	1.75			
8.517	0.0413	1.75			
8.533	0.0415	1.77			
8.550	0.0417	1.75			
8.567	0.0417	1.75			
8.583	0.0417	1.73			
8.600	0.0417	1.75			
8.617	0.0418	1.75			
8.633	0.0418	1.75			
8.650	0.0418	1.75			
8.667	0.0418	1.75			
8.683	0.0417	1.75			
8.700	0.0416	1.75			
8.717	0.0415	1.75			
8.733	0.0414	1.75			
8.750	0.0414	1.75			
8.767	0.0414	1.75			
8.783	0.0414	1.75			
8.800	0.0415	1.75			
8.817	0.0416	1.75			
8.833	0.0417	1.75			
8.850	0.0419	1.75			
8.867	0.0420	1.75			
8.883	0.0421	1.75			
8.900	0.0422	1.75			
8.917	0.0422	1.75			
8.933	0.0422	1.75			
8.950	0.0422	1.75			
8.967	0.0421	1.75			
8.983	0.0420	1.75			
9.000	0.0419	1.75			
9.017	0.0418	1.75			
9.033	0.0418	1.77			
9.050	0.0419	1.75			
9.067	0.0420	1.77			
9.083	0.0421	1.75			
9.100	0.0423	1.75			
9.117	0.0424	1.77			
9.133	0.0425	1.75			
9.150	0.0426	1.75			
9.167	0.0426	1.75			
9.183	0.0426	1.75			
9.200	0.0427	1.75			
9.217	0.0428	1.77			
9.233	0.0429	1.75			
9.250	0.0428	1.77			
9.267	0.0428	1.75			
9.283	0.0428	1.75			
9.300	0.0428	1.75			
9.317	0.0428	1.77			
9.333	0.0427	1.75			
9.350	0.0427	1.75			
9.367	0.0427	1.75			
9.383	0.0428	1.75			
9.400	0.0428	1.75			
9.417	0.0429	1.75			
9.433	0.0430	1.75			
9.450	0.0431	1.75			
9.467	0.0432	1.75			
9.483	0.0434	1.75			
9.500	0.0434	1.75			
9.517	0.0434	1.73			
9.533	0.0434	1.77			
9.550	0.0435	1.75			
9.567	0.0436	1.75			
9.583	0.0436	1.75			
9.600	0.0436	1.75			
9.617	0.0437	1.75			
9.633	0.0438	1.77			
9.650	0.0438	1.75			
9.667	0.0438	1.75			
9.683	0.0437	1.75			
9.700	0.0437	1.75			
9.717	0.0437	1.75			
9.733	0.0438	1.75			
9.750	0.0439	1.75			
9.767	0.0441	1.77			
9.783	0.0443	1.75			
9.800	0.0445	1.73			
9.817	0.0448	1.75			
9.833	0.0451	1.73			
9.850	0.0454	1.75			
9.867	0.0457	1.75			
9.883	0.0461	1.75			
9.900	0.0467	1.75			
9.917	0.0474	1.75			
9.933	0.0482	1.75			
9.950	0.0491	1.77			
9.967	0.0498	1.75			
9.983	0.0506	1.75			
10.000	0.0516	1.75			
10.017	0.0528	1.75			
10.033	0.0537	1.75			
10.050	0.0539	1.75			
10.067	0.0537	1.75			
10.083	0.0537	1.75			
10.100	0.0542	1.77			
10.117	0.0552	1.75			
10.133	0.0559	1.75			
10.150	0.0562	1.75			
10.167	0.0561	1.75			
10.183	0.0559	1.75			
10.200	0.0557	1.75			
10.217	0.0555	1.75			
10.233	0.0551	1.75			
10.250	0.0546	1.75			
10.267	0.0544	1.75			
10.283	0.0545	1.73			
10.300	0.0547	1.75			
10.317	0.0546	1.75			
10.333	0.0540	1.77			
10.350	0.0526	1.75			
10.367	0.0507	1.75			
10.383	0.0486	1.75			
10.400	0.0467	1.75			
10.417	0.0453	1.77			
10.433	0.0442	1.75			
10.450	0.0432	1.75			
10.467	0.0419	1.75			
10.483	0.0407	1.75			
10.500	0.0396	1.75			
10.517	0.0385	1.75			
10.533	0.0375	1.77			
10.550	0.0367	1.75			
10.567	0.0361	1.77			
10.583	0.0355	1.75			
10.600	0.0351	1.73			
10.617	0.0349	1.75			
10.633	0.0346	1.75			
10.650	0.0341	1.75			
10.667	0.0336	1.75			
10.683	0.0333	1.77			
10.700	0.0332	1.77			
10.717	0.0335	1.75			
10.733	0.0348	1.75			
10.750	0.0363	1.75			
10.767	0.0371	1.75			
